ID,Name,HP,Attack,Defense,Speed,Luck,Magic,Resistance,Agility
5798,Wind Knight Legend,83,49,39,13,26,42,30,17
5799,Wind Priest Guardian,147,39,32,12,11,48,29,5
5800,Holy Priest Guardian,73,10,30,9,13,11,19,16
5801,Ice Paladin Legend,142,36,8,2,64,39,13,2
5802,Storm Mage Slayer,150,17,29,19,35,55,17,1
5803,Storm Priest Queen,135,43,38,18,83,35,29,6
5804,Ancient Mage Champion,157,15,8,10,4,15,11,23
5805,Wind Necromancer Queen,110,23,24,14,17,43,22,6
5806,Fire Archer Queen,72,14,14,3,71,47,27,6
5807,Fire Warrior Prince,167,28,24,17,87,53,13,20
5808,Earth Paladin Prince,62,27,26,8,10,27,9,16
5809,Holy Paladin Guardian,95,49,39,4,92,30,19,5
5810,Storm Priest King,170,32,8,4,31,50,25,23
5811,Storm Berserker Guardian,143,10,34,10,34,42,17,2
5812,Wind Archer Champion,66,16,25,17,66,57,31,9
5813,Ice Archer Legend,153,35,7,6,92,12,15,23
5814,Holy Archer Elite,146,24,38,8,43,13,29,19
5815,Ice Ranger Master,197,28,37,12,44,17,27,2
5816,Light Mage Queen,152,23,11,9,6,46,15,18
5817,Wind Knight Guardian,56,30,13,18,28,36,29,13
5818,Earth Paladin Elite,131,36,26,7,34,40,10,5
5819,Holy Necromancer Champion,79,36,27,4,1,10,7,11
5820,Wind Warrior Slayer,105,26,19,7,54,53,11,7
5821,Wind Priest Guardian,138,41,23,16,72,29,27,13
5822,Storm Priest Guardian,74,22,24,6,9,36,28,11
5823,Light Necromancer Elite,163,21,11,18,98,13,14,24
5824,Storm Archer King,125,13,34,13,18,24,25,16
5825,Light Assassin Lord,159,19,8,16,27,49,25,12
5826,Light Knight Slayer,135,11,13,12,81,30,25,5
5827,Storm Necromancer King,175,42,22,9,43,27,19,19
5828,Storm Paladin Prince,126,32,38,16,19,49,21,8
5829,Ancient Necromancer Legend,169,30,33,8,55,34,12,24
5830,Ancient Necromancer Lord,103,26,14,6,84,27,15,24
5831,Storm Paladin Legend,56,30,28,13,99,21,32,16
5832,Light Ranger King,177,10,39,12,1,49,5,13
5833,Storm Paladin Guardian,86,18,24,11,88,57,10,23
5834,Dark Assassin Master,177,28,14,15,87,34,6,2
5835,Fire Berserker King,197,32,14,7,22,27,21,24
5836,Ancient Archer Master,112,21,21,3,47,26,33,12
5837,Fire Paladin Champion,148,16,23,7,27,55,20,12
5838,Storm Knight Elite,179,18,39,6,56,46,30,10
5839,Dark Assassin Legend,148,11,39,6,74,10,25,3
5840,Holy Archer Prince,65,45,8,16,86,13,24,12
5841,Storm Berserker Champion,109,26,13,3,21,48,12,15
5842,Shadow Berserker King,152,30,21,7,98,18,20,19
5843,Ice Assassin Slayer,90,14,8,4,76,53,28,19
5844,Earth Necromancer Lord,175,35,25,1,60,50,32,21
5845,Light Knight Legend,158,18,24,7,51,14,19,24
5846,Wind Archer King,147,15,9,1,3,10,16,21
5847,Dark Necromancer Queen,110,37,34,15,96,38,25,21
5848,Storm Archer Queen,98,25,35,12,44,27,25,7
5849,Wind Mage Elite,128,49,20,17,56,49,32,12
5850,Ice Mage Legend,93,42,36,10,75,16,32,7
5851,Shadow Berserker Elite,83,42,30,4,41,38,5,4
5852,Holy Archer Lord,107,16,34,7,8,10,31,23
5853,Ancient Ranger Lord,105,14,7,14,95,40,21,10
5854,Ice Archer King,115,40,26,3,39,28,14,12
5855,Light Archer Guardian,54,26,30,13,42,12,32,10
5856,Shadow Priest Lord,191,28,27,2,70,41,17,15
5857,Storm Ranger Elite,56,38,7,14,92,40,20,15
5858,Earth Priest Elite,153,12,28,19,31,18,20,12
5859,Ancient Archer Slayer,74,42,10,10,31,44,26,1
5860,Earth Paladin Champion,53,25,5,11,71,16,13,21
5861,Fire Necromancer Slayer,186,40,24,9,72,26,12,3
5862,Ancient Paladin Slayer,92,32,13,11,40,25,30,22
5863,Storm Necromancer King,180,11,14,19,72,33,16,5
5864,Dark Ranger Champion,116,46,19,19,88,58,16,20
5865,Storm Berserker Elite,89,13,20,7,17,46,34,1
5866,Ice Knight Champion,141,45,22,3,75,39,28,18
5867,Holy Berserker Legend,120,14,16,3,45,31,31,13
5868,Holy Knight Guardian,175,41,11,10,40,24,24,6
5869,Dark Knight Queen,144,21,22,9,73,20,28,1
5870,Holy Ranger Queen,103,34,16,19,3,24,21,4
5871,Shadow Priest Queen,51,12,30,19,25,19,19,2
5872,Earth Assassin Prince,50,29,6,13,1,44,25,19
5873,Wind Assassin Slayer,112,27,24,4,41,23,15,16
5874,Ancient Assassin Legend,72,21,20,14,77,58,22,13
5875,Wind Archer Legend,174,34,34,19,39,23,30,12
5876,Light Paladin Legend,87,35,15,8,8,49,11,17
5877,Shadow Knight Master,62,23,31,4,28,56,26,5
5878,Light Paladin Prince,112,34,38,6,45,54,7,20
5879,Storm Archer Master,73,11,33,9,38,54,28,8
5880,Ancient Archer Prince,158,31,23,4,21,59,33,19
5881,Ancient Priest Lord,157,18,29,9,76,27,14,15
5882,Dark Ranger Champion,188,17,29,7,85,37,29,10
5883,Shadow Berserker King,172,45,19,16,25,43,7,21
5884,Wind Mage Guardian,179,23,25,15,93,16,18,24
5885,Ice Warrior Slayer,174,34,16,10,84,17,16,24
5886,Earth Priest Guardian,111,26,33,1,96,14,24,13
5887,Fire Warrior Slayer,91,22,18,15,11,40,25,23
5888,Shadow Mage Lord,60,12,33,9,75,51,33,12
5889,Holy Priest Elite,81,46,11,18,91,18,15,8
5890,Shadow Paladin Guardian,69,23,5,3,7,12,28,7
5891,Wind Berserker Queen,73,23,31,5,52,26,29,15
5892,Holy Archer Master,79,14,21,12,17,44,20,14
5893,Earth Archer Prince,106,46,21,9,64,48,31,17
5894,Storm Ranger Queen,159,40,34,4,69,42,5,13
5895,Fire Ranger Queen,194,15,37,13,48,53,7,19
5896,Dark Necromancer Lord,143,48,33,15,9,44,6,17
5897,Dark Berserker King,160,25,29,15,97,10,31,14
5898,Dark Necromancer Guardian,189,48,16,10,1,24,5,15
5899,Wind Berserker Queen,124,15,36,7,95,38,14,11
5900,Earth Berserker Slayer,142,25,23,18,73,55,7,22
5901,Storm Ranger King,192,11,35,8,58,44,27,17
5902,Storm Necromancer Guardian,92,45,25,17,61,12,14,6
5903,Earth Archer Legend,77,23,37,19,8,37,8,13
5904,Shadow Mage Prince,78,17,35,10,55,59,24,17
5905,Shadow Warrior Champion,194,14,28,7,89,24,5,14
5906,Fire Archer Elite,193,43,23,9,61,40,11,14
5907,Ancient Warrior Prince,155,37,18,19,11,34,14,15
5908,Shadow Knight Legend,101,25,33,6,73,43,29,12
5909,Fire Paladin King,74,19,5,19,9,28,5,12
5910,Ice Warrior Champion,113,26,39,19,90,19,20,6
5911,Wind Archer Slayer,57,29,10,13,30,54,21,18
5912,Storm Berserker Slayer,100,31,11,19,14,30,33,14
5913,Storm Ranger Champion,126,48,19,7,78,48,23,23
5914,Dark Warrior Master,116,17,23,16,44,13,9,23
5915,Earth Assassin Master,150,13,20,15,94,12,8,7
5916,Dark Paladin Champion,74,49,11,5,96,15,28,3
5917,Earth Priest Slayer,77,13,39,9,31,58,31,11
5918,Storm Archer Queen,101,21,16,17,1,50,22,20
5919,Holy Ranger Queen,142,10,23,13,21,15,6,5
5920,Storm Paladin Guardian,194,45,17,15,51,47,9,10
5921,Wind Mage Guardian,156,35,36,18,7,14,33,13
5922,Holy Paladin Champion,162,28,39,18,67,48,27,10
5923,Fire Berserker Guardian,160,22,20,11,22,25,30,17
5924,Ice Mage Lord,50,22,36,14,31,12,33,5
5925,Ancient Necromancer Champion,73,15,36,16,61,13,15,16
5926,Fire Paladin Legend,58,46,25,9,54,53,24,17
5927,Dark Knight Guardian,119,28,28,1,94,33,26,11
5928,Dark Priest Guardian,180,16,15,13,41,44,28,8
5929,Wind Ranger Prince,50,20,39,3,85,35,6,14
5930,Fire Ranger Prince,127,37,20,3,59,16,32,23
5931,Holy Priest Queen,108,11,19,3,89,33,33,23
5932,Wind Priest Slayer,192,28,19,1,78,40,11,10
5933,Earth Archer Slayer,100,35,26,5,27,15,24,11
5934,Holy Necromancer Legend,136,44,38,15,70,40,22,14
5935,Ice Warrior Legend,158,39,38,14,57,27,13,18
5936,Ice Necromancer Lord,140,38,31,11,68,19,30,7
5937,Fire Paladin Champion,50,45,24,2,5,55,22,19
5938,Ancient Paladin Guardian,102,47,35,5,55,36,13,4
5939,Dark Assassin Elite,104,20,13,19,16,56,17,18
5940,Dark Paladin Lord,184,39,7,4,48,24,16,3
5941,Earth Ranger Queen,185,23,34,13,44,42,14,24
5942,Light Priest King,198,30,15,16,7,47,24,10
5943,Fire Berserker Legend,61,11,10,4,38,12,34,19
5944,Ancient Paladin Master,190,24,36,3,50,34,27,10
5945,Dark Priest Slayer,134,39,24,17,65,21,23,11
5946,Fire Priest Slayer,190,20,33,10,28,23,13,24
5947,Ice Priest Prince,176,33,37,18,93,22,10,15
5948,Shadow Assassin Queen,104,28,19,12,50,30,28,3
5949,Storm Assassin Guardian,71,26,26,7,1,21,19,3
5950,Dark Warrior Master,53,46,39,18,71,24,16,7
5951,Earth Priest Lord,121,46,17,2,68,48,31,6
5952,Fire Necromancer Elite,83,27,23,6,61,22,33,4
5953,Holy Knight Queen,78,27,22,12,55,44,19,18
5954,Fire Ranger Elite,178,47,30,19,91,37,26,7
5955,Shadow Berserker Lord,194,36,23,9,39,43,8,9
5956,Storm Paladin Legend,55,38,36,12,7,20,10,19
5957,Earth Berserker Lord,79,33,25,12,64,26,17,10
5958,Storm Assassin Slayer,195,29,34,2,13,25,28,15
5959,Shadow Archer Lord,185,46,5,2,33,33,20,2
5960,Dark Warrior Prince,156,29,38,17,79,11,28,23
5961,Dark Mage Prince,89,39,20,15,99,14,31,23
5962,Shadow Berserker Elite,190,37,28,12,58,10,32,22
5963,Ice Archer Slayer,110,40,17,3,27,35,27,20
5964,Ancient Mage Elite,105,35,13,13,58,33,17,5
5965,Light Warrior Champion,154,31,14,4,20,32,28,1
5966,Light Paladin Lord,134,23,28,8,88,51,15,5
5967,Dark Berserker Legend,181,22,5,7,95,30,18,13
5968,Light Warrior Guardian,127,12,33,16,9,25,14,2
5969,Ancient Ranger King,60,13,37,19,20,39,22,21
5970,Ancient Necromancer Lord,168,36,38,4,85,34,15,14
5971,Wind Assassin Lord,191,43,25,11,5,47,6,22
5972,Dark Berserker Elite,127,19,38,9,98,21,30,22
5973,Ice Necromancer Guardian,89,20,10,17,91,33,29,17
5974,Ice Mage Legend,167,15,8,8,63,37,30,20
5975,Dark Ranger Guardian,163,15,30,5,43,35,9,17
5976,Holy Necromancer Lord,88,32,16,8,18,51,22,2
5977,Ice Mage Champion,136,28,33,7,60,39,13,2
5978,Earth Ranger Champion,142,30,5,3,69,12,13,13
5979,Wind Knight Legend,123,45,23,2,22,28,5,6
5980,Ancient Knight Prince,179,32,14,8,9,55,21,10
5981,Wind Knight Queen,109,47,33,8,4,16,21,19
5982,Holy Knight Prince,139,48,37,16,55,28,32,2
5983,Ice Paladin Queen,63,36,20,17,28,57,16,24
5984,Fire Priest Guardian,57,29,25,5,82,27,31,17
5985,Light Priest Master,93,48,15,10,28,28,10,12
5986,Earth Ranger Guardian,188,44,10,19,17,52,22,10
5987,Shadow Necromancer Legend,190,46,20,5,30,37,22,4
5988,Wind Priest Legend,187,24,21,11,80,43,5,20
5989,Holy Ranger Slayer,110,32,30,3,87,18,6,3
5990,Holy Priest Master,96,11,19,1,5,13,24,23
5991,Storm Mage Master,194,47,32,9,61,12,32,10
5992,Dark Mage Elite,73,30,36,10,19,43,16,3
5993,Earth Berserker King,159,12,20,3,78,41,33,4
5994,Shadow Knight Guardian,88,33,32,7,40,38,34,5
5995,Ice Assassin Elite,82,44,36,3,54,54,34,13
5996,Ice Assassin Prince,140,18,30,1,45,23,13,11
5997,Shadow Mage Slayer,125,20,15,14,85,23,29,4
5998,Ice Mage Champion,148,43,25,6,66,14,7,5
5999,Ice Necromancer Master,163,49,25,12,38,15,26,22
6000,Ancient Priest Legend,121,24,27,16,81,11,26,17
6001,Light Necromancer King,158,32,35,9,19,40,10,9
6002,Wind Paladin Slayer,98,29,16,3,25,54,26,10
6003,Storm Mage King,159,24,12,12,84,23,6,12
6004,Wind Berserker Master,110,20,5,14,93,56,8,17
6005,Earth Paladin Lord,153,11,10,10,65,48,29,24
6006,Holy Assassin Lord,103,42,23,5,57,47,32,8
6007,Fire Necromancer Master,71,13,6,3,53,57,28,7
6008,Holy Assassin Guardian,129,36,10,10,35,41,13,16
6009,Wind Paladin Slayer,74,46,11,4,69,27,16,19
6010,Fire Knight Lord,136,46,6,9,52,22,31,5
6011,Storm Priest Champion,157,21,34,2,9,30,13,2
6012,Wind Mage King,104,47,9,18,33,22,18,22
6013,Dark Warrior Lord,94,14,14,9,90,15,5,19
6014,Storm Archer Lord,102,17,36,7,63,23,33,12
6015,Light Berserker Elite,88,31,9,6,58,55,23,18
6016,Earth Assassin Slayer,119,49,31,16,66,34,10,1
6017,Shadow Berserker Master,67,33,38,1,97,41,9,23
6018,Earth Paladin Prince,89,43,30,6,61,36,8,4
6019,Holy Priest Champion,144,39,36,12,83,40,18,7
6020,Light Paladin Queen,71,26,24,7,54,56,34,14
6021,Wind Paladin Legend,184,39,36,2,36,54,25,22
6022,Wind Paladin Guardian,89,47,12,3,37,50,21,12
6023,Fire Priest Champion,175,38,16,15,26,58,10,4
6024,Light Paladin Elite,154,43,10,14,76,22,22,15
6025,Fire Necromancer Guardian,130,16,25,3,40,38,10,1
6026,Light Knight Queen,60,46,11,15,60,41,25,18
6027,Earth Priest Champion,76,20,18,19,65,11,14,22
6028,Wind Mage Champion,75,16,10,4,12,38,23,24
6029,Light Priest Guardian,93,40,14,10,3,42,33,22
6030,Earth Knight Master,155,48,17,15,42,55,9,18
6031,Fire Berserker Lord,78,39,6,12,45,35,8,4
6032,Earth Archer King,122,48,26,14,15,10,25,24
6033,Holy Priest Prince,52,28,11,16,36,17,25,20
6034,Storm Mage Elite,58,33,23,10,43,19,17,19
6035,Ice Berserker Champion,108,29,18,3,70,48,9,2
6036,Fire Paladin Guardian,142,38,25,8,63,17,33,11
6037,Holy Paladin Master,111,46,5,4,66,38,19,14
6038,Ancient Warrior Legend,68,12,29,9,21,32,32,17
6039,Ice Ranger King,105,48,33,18,4,38,12,20
6040,Ancient Ranger Master,87,13,21,3,51,15,21,14
6041,Wind Berserker Guardian,153,33,22,14,21,57,20,13
6042,Dark Archer King,63,31,7,8,76,37,32,8
6043,Light Necromancer Master,197,42,26,19,8,56,29,4
6044,Shadow Warrior Guardian,160,21,12,8,33,28,14,8
6045,Storm Berserker Champion,189,49,38,2,13,27,5,16
6046,Ice Knight Guardian,137,34,28,2,26,53,22,18
6047,Ancient Knight Lord,113,42,32,4,36,20,21,24
6048,Shadow Assassin Queen,66,45,27,1,2,50,18,3
6049,Light Priest Lord,64,37,26,14,25,15,17,18
6050,Holy Berserker Prince,144,32,10,6,95,59,29,3
6051,Ice Knight Master,71,30,32,9,26,53,27,7
6052,Holy Mage Slayer,68,38,8,11,64,58,18,14
6053,Light Berserker Slayer,140,20,7,17,73,53,18,8
6054,Dark Warrior Legend,189,32,8,18,80,52,21,24
6055,Storm Paladin King,178,27,20,4,39,27,30,17
6056,Shadow Mage Prince,105,46,23,8,40,16,31,20
6057,Storm Warrior Slayer,83,40,23,9,71,17,22,1
6058,Light Mage Elite,83,26,26,8,54,33,8,12
6059,Ice Warrior Slayer,114,17,11,8,42,32,18,2
6060,Wind Mage King,66,18,28,13,91,42,25,3
6061,Shadow Ranger King,102,37,9,15,97,39,17,17
6062,Dark Priest Guardian,118,23,17,6,32,46,8,14
6063,Light Knight Champion,177,22,19,15,88,37,18,19
6064,Fire Mage Legend,56,43,23,6,66,33,30,16
6065,Ancient Warrior Slayer,118,40,16,6,65,26,33,24
6066,Fire Priest Elite,126,43,33,7,24,44,30,6
6067,Fire Archer Queen,127,22,23,15,4,13,24,18
6068,Storm Knight Slayer,57,43,27,8,58,55,9,21
6069,Fire Ranger King,54,22,29,9,32,22,9,19
6070,Holy Paladin Prince,197,19,5,15,90,24,31,8
6071,Earth Necromancer Guardian,159,41,39,14,81,15,33,3
6072,Ice Ranger Guardian,75,20,11,2,58,47,17,14
6073,Holy Priest Elite,122,44,18,8,79,10,30,24
6074,Ancient Archer King,101,33,36,10,61,31,5,20
6075,Wind Archer Slayer,99,13,31,12,84,45,8,22
6076,Ancient Mage Master,152,21,9,6,42,26,33,6
6077,Ice Paladin Queen,173,47,26,3,10,17,34,14
6078,Ancient Paladin Slayer,163,31,16,13,20,18,8,21
6079,Dark Mage Master,74,46,26,7,31,10,26,21
6080,Ice Paladin Legend,182,20,33,19,68,41,34,23
6081,Storm Mage Queen,184,31,25,19,78,16,28,3
6082,Earth Berserker Lord,146,40,29,11,73,51,34,21
6083,Dark Archer Elite,172,35,7,16,21,34,20,22
6084,Light Berserker Elite,164,10,7,15,32,20,22,3
6085,Fire Mage King,137,34,7,6,14,54,9,24
6086,Earth Warrior Master,180,38,38,18,97,55,13,15
6087,Wind Assassin Guardian,144,49,28,9,95,35,27,7
6088,Ancient Necromancer Champion,123,12,20,15,91,27,23,18
6089,Light Necromancer Legend,148,15,17,16,40,22,24,19
6090,Wind Knight Legend,191,49,7,12,66,57,23,6
6091,Fire Necromancer Master,197,19,35,9,24,10,33,1
6092,Shadow Mage Guardian,148,23,23,3,12,15,20,15
6093,Light Mage Prince,136,14,21,13,29,44,24,3
6094,Ancient Berserker Legend,122,16,9,19,93,10,24,21
6095,Wind Knight Slayer,95,22,30,2,55,51,20,18
6096,Wind Paladin Legend,121,36,31,19,56,46,13,9
6097,Holy Mage Elite,151,44,17,19,17,19,19,24
6098,Ice Assassin Master,171,42,10,18,19,16,30,15
6099,Fire Ranger Lord,126,37,21,4,94,32,32,14
6100,Fire Priest Guardian,91,35,35,15,55,42,14,6
6101,Wind Knight Prince,105,43,38,16,62,36,8,13
6102,Light Ranger Master,112,23,28,10,98,22,6,2
6103,Holy Warrior Prince,74,31,22,2,44,39,10,7
6104,Ancient Warrior Legend,50,22,26,5,11,51,16,11
6105,Holy Archer Champion,66,18,23,2,3,43,7,5
6106,Wind Assassin Queen,165,37,19,7,56,14,21,8
6107,Shadow Paladin Elite,119,23,17,18,75,16,11,16
6108,Ice Archer King,99,27,15,11,38,37,20,5
6109,Shadow Knight Prince,137,31,37,16,77,23,13,22
6110,Storm Archer Master,52,40,11,14,13,56,33,24
6111,Ancient Warrior Lord,112,24,39,1,3,45,34,20
6112,Holy Ranger Slayer,192,40,33,19,92,28,33,9
6113,Storm Berserker Master,82,26,23,7,67,31,22,6
6114,Shadow Archer Queen,104,15,25,16,73,21,22,22
6115,Wind Assassin Lord,88,42,20,18,16,59,22,1
6116,Wind Assassin Prince,96,15,25,10,69,12,21,6
6117,Storm Ranger Prince,117,25,28,8,9,41,26,20
6118,Earth Necromancer Guardian,188,16,30,18,77,24,22,16
6119,Shadow Priest Elite,168,42,20,6,23,37,20,9
6120,Storm Ranger Queen,161,24,6,5,76,55,33,8
6121,Shadow Ranger Guardian,147,18,19,16,79,23,13,16
6122,Shadow Necromancer Legend,115,33,34,19,82,30,10,7
6123,Light Knight Slayer,127,26,17,17,55,35,25,17
6124,Earth Berserker Master,69,16,13,17,43,47,12,2
6125,Holy Necromancer Queen,167,47,20,8,81,14,21,4
6126,Earth Priest Lord,178,37,5,9,95,46,27,23
6127,Light Knight King,91,28,28,14,98,58,17,1
6128,Light Assassin Champion,62,35,19,8,17,45,23,4
6129,Ice Necromancer Prince,177,22,23,16,97,49,20,8
6130,Shadow Paladin Elite,116,36,39,14,10,15,22,18
6131,Earth Knight Slayer,50,34,18,1,55,37,6,9
6132,Dark Necromancer King,155,34,17,4,16,10,23,12
6133,Holy Priest Master,52,17,31,8,47,40,20,14
6134,Wind Knight Master,60,22,37,9,95,22,34,7
6135,Earth Berserker Master,63,47,17,7,90,57,22,3
6136,Dark Assassin Lord,177,34,12,5,14,14,18,21
6137,Storm Mage Elite,125,32,6,6,71,12,16,13
6138,Earth Necromancer Prince,177,13,33,2,14,45,21,24
6139,Earth Mage Slayer,177,28,16,5,69,15,31,21
6140,Wind Warrior Elite,61,27,33,6,64,21,20,17
6141,Earth Ranger Lord,95,40,8,9,9,57,26,7
6142,Storm Assassin Champion,169,38,25,19,48,27,13,16
6143,Wind Mage Queen,175,10,17,5,84,13,14,12
6144,Shadow Priest Champion,135,16,24,3,26,11,32,3
6145,Ice Priest Prince,88,35,8,14,69,47,10,10
6146,Ancient Mage Elite,174,46,8,2,83,15,24,24
6147,Ancient Priest Lord,198,15,20,8,36,15,12,17
6148,Earth Berserker Legend,96,40,30,3,15,28,21,8
6149,Storm Priest Guardian,120,23,27,1,19,19,29,11
6150,Storm Assassin Elite,197,36,38,6,31,29,6,4
6151,Light Assassin Queen,180,34,16,7,69,58,13,10
6152,Wind Necromancer Slayer,96,36,8,14,34,55,7,22
6153,Light Mage Queen,95,41,7,4,87,12,10,6
6154,Ice Archer Lord,58,28,6,14,83,34,30,4
6155,Dark Berserker Elite,87,24,15,3,58,12,9,2
6156,Ice Archer Lord,106,22,24,6,51,14,12,6
6157,Storm Priest Queen,66,34,27,13,65,14,22,2
6158,Ancient Warrior Champion,88,31,29,17,72,33,8,3
6159,Fire Ranger Legend,171,13,31,3,55,59,27,22
6160,Holy Mage Queen,165,19,29,10,90,30,6,12
6161,Fire Archer Lord,134,11,5,11,65,28,27,3
6162,Ice Archer Guardian,76,41,25,18,51,36,23,7
6163,Dark Mage Guardian,166,40,21,3,22,38,26,1
6164,Holy Assassin Slayer,139,30,29,3,96,26,16,4
6165,Wind Paladin Lord,69,12,36,18,96,55,20,22
6166,Ancient Warrior Elite,185,20,14,3,49,17,10,11
6167,Ice Knight Master,119,17,7,5,40,38,13,22
6168,Shadow Knight Legend,126,35,19,5,30,40,29,12
6169,Shadow Knight Guardian,131,34,20,17,85,51,12,23
6170,Fire Archer Champion,193,34,30,17,72,35,33,15
6171,Dark Warrior Guardian,193,40,27,14,25,52,22,15
6172,Shadow Assassin Slayer,172,36,20,16,55,45,17,16
6173,Ancient Warrior Guardian,142,36,33,10,44,54,13,13
6174,Fire Archer Prince,182,36,28,5,15,39,16,9
6175,Wind Knight Queen,78,41,7,8,91,57,12,5
6176,Storm Warrior Guardian,96,15,38,18,73,30,25,8
6177,Ice Warrior Prince,85,40,32,3,34,38,30,7
6178,Earth Knight Lord,69,29,5,9,3,58,15,7
6179,Dark Paladin Prince,90,23,23,5,24,52,34,17
6180,Ice Necromancer Queen,146,31,15,12,77,40,25,9
6181,Light Knight Lord,53,10,21,18,27,29,26,24
6182,Dark Ranger Champion,151,30,20,12,10,26,34,7
6183,Shadow Necromancer King,154,43,21,4,40,20,26,14
6184,Holy Assassin Lord,196,23,22,15,34,39,22,24
6185,Ice Ranger Prince,170,44,32,4,15,36,15,9
6186,Shadow Knight King,155,22,27,9,11,59,20,7
6187,Storm Warrior King,121,30,9,3,33,59,17,17
6188,Ancient Assassin Queen,73,11,25,7,22,12,10,6
6189,Ice Priest Champion,139,34,11,3,90,33,22,11
6190,Dark Archer Queen,114,25,14,2,5,20,15,23
6191,Light Knight Legend,81,16,25,16,75,48,18,2
6192,Fire Priest Champion,145,47,22,18,20,14,32,3
6193,Storm Archer Lord,152,34,11,2,16,10,34,21
6194,Storm Archer Queen,153,26,6,11,8,46,29,1
6195,Dark Necromancer Legend,132,40,17,11,14,10,13,1
6196,Dark Paladin Guardian,50,29,39,13,66,40,18,2
6197,Ice Warrior Guardian,71,19,7,17,66,10,10,7
6198,Storm Mage Lord,165,12,20,15,60,53,34,15
6199,Storm Warrior Slayer,62,26,24,11,44,13,11,14
6200,Ancient Assassin Champion,187,34,8,10,26,27,12,20
6201,Holy Archer Queen,162,38,37,4,91,10,21,2
6202,Holy Assassin Prince,113,16,28,6,12,38,8,2
6203,Shadow Mage Slayer,183,15,33,13,13,40,23,9
6204,Wind Mage Prince,146,36,35,12,25,17,10,1
6205,Shadow Berserker King,103,17,38,16,95,21,25,17
6206,Holy Archer King,195,42,32,7,28,54,33,11
6207,Storm Paladin King,187,30,5,9,51,26,34,21
6208,Shadow Mage Master,125,41,27,14,33,43,17,16
6209,Ancient Knight Lord,96,37,6,16,87,54,13,2
6210,Storm Warrior Guardian,197,21,20,15,50,46,15,18
6211,Shadow Archer Lord,170,22,5,14,58,38,13,2
6212,Holy Paladin Elite,146,18,16,8,69,32,7,14
6213,Shadow Priest Elite,184,42,17,6,55,18,25,8
6214,Fire Assassin Elite,65,45,30,16,14,25,26,20
6215,Ice Mage Champion,195,35,12,9,10,11,31,15
6216,Fire Knight Guardian,156,26,12,8,32,10,8,9
6217,Storm Assassin Prince,140,14,21,13,88,25,28,21
6218,Dark Mage Champion,58,43,30,1,12,13,24,11
6219,Earth Warrior Slayer,122,16,16,12,76,59,26,17
6220,Dark Berserker King,106,11,8,19,43,17,22,20
6221,Storm Archer Prince,171,24,18,13,27,55,6,18
6222,Dark Paladin Prince,185,34,15,7,28,37,29,4
6223,Ice Warrior Lord,148,27,29,18,14,42,19,21
6224,Holy Priest Queen,197,24,38,5,11,45,29,16
6225,Fire Priest Guardian,173,15,22,13,9,53,5,1
6226,Ice Paladin Queen,134,37,37,19,34,48,16,6
6227,Light Necromancer Elite,110,35,37,8,5,32,7,8
6228,Wind Berserker Slayer,54,35,24,9,46,38,23,21
6229,Holy Warrior Slayer,123,41,14,6,14,28,6,7
6230,Dark Archer Slayer,165,39,34,15,70,51,21,23
6231,Ancient Necromancer Champion,177,36,15,8,90,25,29,16
6232,Fire Warrior Legend,150,15,9,2,75,25,26,7
6233,Storm Assassin Queen,96,44,34,12,71,52,28,8
6234,Holy Warrior Slayer,142,47,26,19,74,33,27,11
6235,Storm Necromancer Guardian,172,12,29,12,60,13,12,6
6236,Holy Assassin King,115,24,20,11,32,39,34,21
6237,Ancient Archer Legend,186,31,11,10,76,38,11,13
6238,Dark Necromancer Queen,151,11,32,17,10,22,26,2
6239,Earth Archer King,85,30,13,11,19,17,9,12
6240,Earth Ranger Queen,181,16,11,9,11,25,25,1
6241,Light Knight King,191,37,18,15,45,35,26,4
6242,Ancient Priest Slayer,138,21,28,5,21,29,7,10
6243,Earth Knight Guardian,87,16,27,14,67,17,16,10
6244,Earth Necromancer Legend,177,32,24,3,41,45,24,18
6245,Ice Ranger Champion,70,32,36,15,85,15,13,23
6246,Shadow Berserker Elite,92,27,12,3,76,51,22,19
6247,Earth Necromancer Champion,140,27,8,14,6,58,16,18
6248,Shadow Ranger Champion,109,11,7,16,92,24,13,3
